itemID,total_returns,total_orders,return_rate,item_return_category
2204,0,1,0.0,low
2205,0,4,0.0,low
2206,12,32,0.375,moderately low
2207,1,9,0.1111,low
2208,5,15,0.3333,moderately low
2209,5,5,1.0,high
2210,0,1,0.0,low
2211,0,1,0.0,low
2213,0,5,0.0,low
2214,4,15,0.2667,moderately low
2215,6,13,0.4615,moderately low
2216,8,14,0.5714,moderately high
2217,2,11,0.1818,low
2218,0,5,0.0,low
2219,0,3,0.0,low
2220,1,2,0.5,moderately high
2221,3,12,0.25,moderately low
2224,7,17,0.4118,moderately low
2226,22,35,0.6286,moderately high
2227,8,13,0.6154,moderately high
2228,0,2,0.0,low
2229,2,9,0.2222,low
2230,2,4,0.5,moderately high
2231,3,6,0.5,moderately high
2232,2,3,0.6667,moderately high
2233,0,1,0.0,low
2236,0,1,0.0,low
2237,0,1,0.0,low
2238,3,15,0.2,low
2239,3,6,0.5,moderately high
2240,1,3,0.3333,moderately low
2241,1,2,0.5,moderately high
2242,96,149,0.6443,moderately high
2243,49,117,0.4188,moderately low
2244,311,742,0.4191,moderately low
2245,162,243,0.6667,moderately high
2246,57,148,0.3851,moderately low
2247,28,67,0.4179,moderately low
2248,15,50,0.3,moderately low
2249,0,4,0.0,low
2250,75,157,0.4777,moderately low
2251,10,15,0.6667,moderately high
2252,43,120,0.3583,moderately low
2253,4,6,0.6667,moderately high
2254,74,137,0.5401,moderately high
2255,42,75,0.56,moderately high
2256,4,9,0.4444,moderately low
2257,7,18,0.3889,moderately low
2258,57,97,0.5876,moderately high
2259,1,1,1.0,high
2260,70,142,0.493,moderately low
2261,33,88,0.375,moderately low
2262,2,8,0.25,moderately low
2263,91,184,0.4946,moderately low
2264,10,39,0.2564,moderately low
2265,29,56,0.5179,moderately high
2266,2,2,1.0,high
2267,0,2,0.0,low
2268,1,2,0.5,moderately high
2269,40,98,0.4082,moderately low
2270,40,88,0.4545,moderately low
2271,0,1,0.0,low
2274,2,4,0.5,moderately high
2275,2,3,0.6667,moderately high
2276,4,8,0.5,moderately high
2277,0,1,0.0,low
2278,1,11,0.0909,low
2279,1,1,1.0,high
2280,128,205,0.6244,moderately high
2281,1,1,1.0,high
2282,1,3,0.3333,moderately low
2283,0,1,0.0,low
2284,5,24,0.2083,low
2285,10,17,0.5882,moderately high
2286,1,1,1.0,high
2287,1,1,1.0,high
2288,8,17,0.4706,moderately low
2289,2,7,0.2857,moderately low
2291,2,3,0.6667,moderately high
2292,0,2,0.0,low
2293,0,3,0.0,low
2294,0,1,0.0,low
2296,3,11,0.2727,moderately low
2297,1,1,1.0,high
2298,1,1,1.0,high
2299,1,2,0.5,moderately high
2300,0,2,0.0,low
2301,5,12,0.4167,moderately low
2302,5,6,0.8333,high
2303,2,3,0.6667,moderately high
2304,1,1,1.0,high
2305,2,5,0.4,moderately low
2306,0,1,0.0,low
2307,9,16,0.5625,moderately high
2308,4,9,0.4444,moderately low
2309,3,3,1.0,high
2311,1,1,1.0,high
2312,4,5,0.8,high
2313,1,3,0.3333,moderately low
2314,2,9,0.2222,low
2315,0,2,0.0,low
2316,0,1,0.0,low
2317,34,46,0.7391,moderately high
2318,55,146,0.3767,moderately low
2319,38,69,0.5507,moderately high
2320,5,21,0.2381,low
2321,18,22,0.8182,high
2322,0,2,0.0,low
2323,1,2,0.5,moderately high
2324,132,245,0.5388,moderately high
2325,81,123,0.6585,moderately high
2326,184,714,0.2577,moderately low
2327,35,51,0.6863,moderately high
2328,175,281,0.6228,moderately high
2329,6,15,0.4,moderately low
2330,30,63,0.4762,moderately low
2331,301,715,0.421,moderately low
2332,61,119,0.5126,moderately high
2333,15,29,0.5172,moderately high
2334,663,1984,0.3342,moderately low
2335,232,540,0.4296,moderately low
2336,376,810,0.4642,moderately low
2337,255,369,0.6911,moderately high
2338,3,3,1.0,high
2339,2,2,1.0,high
2340,3,9,0.3333,moderately low
2341,142,254,0.5591,moderately high
2342,243,496,0.4899,moderately low
2343,0,1,0.0,low
2344,194,502,0.3865,moderately low
2345,468,1392,0.3362,moderately low
2346,0,2,0.0,low
2347,98,225,0.4356,moderately low
2348,1,1,1.0,high
2349,248,907,0.2734,moderately low
2350,0,1,0.0,low
2351,1,2,0.5,moderately high
2352,88,144,0.6111,moderately high
2353,11,19,0.5789,moderately high
2354,0,1,0.0,low
2355,94,126,0.746,moderately high
2356,1,1,1.0,high
2357,15,78,0.1923,low
2358,16,43,0.3721,moderately low
2359,1,30,0.0333,low
2360,1,1,1.0,high
2361,58,92,0.6304,moderately high
2362,126,250,0.504,moderately high
2363,209,279,0.7491,moderately high
2364,71,100,0.71,moderately high
2365,14,18,0.7778,high
2366,37,60,0.6167,moderately high
2367,49,69,0.7101,moderately high
2368,227,402,0.5647,moderately high
2369,21,33,0.6364,moderately high
2370,31,110,0.2818,moderately low
2371,81,151,0.5364,moderately high
2372,239,452,0.5288,moderately high
2373,172,231,0.7446,moderately high
2374,114,203,0.5616,moderately high
2375,105,134,0.7836,high
2376,2,2,1.0,high
2377,82,123,0.6667,moderately high
2378,155,237,0.654,moderately high
2379,0,1,0.0,low
2380,59,100,0.59,moderately high
2381,166,355,0.4676,moderately low
2382,849,1202,0.7063,moderately high
2383,117,171,0.6842,moderately high
2384,284,669,0.4245,moderately low
2385,112,281,0.3986,moderately low
2386,54,103,0.5243,moderately high
2387,62,103,0.6019,moderately high
2388,41,64,0.6406,moderately high
2389,41,69,0.5942,moderately high
2390,14,28,0.5,moderately high
2391,3,6,0.5,moderately high
2392,7,20,0.35,moderately low
2393,235,379,0.6201,moderately high
2394,23,61,0.377,moderately low
2395,205,370,0.5541,moderately high
2396,129,360,0.3583,moderately low
2397,50,90,0.5556,moderately high
2398,8,32,0.25,moderately low
2399,8,16,0.5,moderately high
2400,1,9,0.1111,low
2401,682,1011,0.6746,moderately high
2402,234,375,0.624,moderately high
2403,125,223,0.5605,moderately high
2404,185,342,0.5409,moderately high
2405,401,789,0.5082,moderately high
2406,36,157,0.2293,low
2407,381,853,0.4467,moderately low
2408,91,196,0.4643,moderately low
2409,89,146,0.6096,moderately high
2410,245,397,0.6171,moderately high
2411,95,169,0.5621,moderately high
2412,64,90,0.7111,moderately high
2413,113,266,0.4248,moderately low
2414,63,90,0.7,moderately high
2415,98,160,0.6125,moderately high
2416,91,324,0.2809,moderately low
2417,130,276,0.471,moderately low
2418,121,254,0.4764,moderately low
2419,286,464,0.6164,moderately high
2420,96,148,0.6486,moderately high
2421,32,59,0.5424,moderately high
2422,166,268,0.6194,moderately high
2423,39,58,0.6724,moderately high
2424,172,257,0.6693,moderately high
2425,335,862,0.3886,moderately low
2426,138,211,0.654,moderately high
2427,40,46,0.8696,high
2428,37,162,0.2284,low
2429,180,270,0.6667,moderately high
2430,205,353,0.5807,moderately high
2431,134,215,0.6233,moderately high
2432,29,117,0.2479,low
2433,78,138,0.5652,moderately high
2434,8,19,0.4211,moderately low
2435,28,130,0.2154,low
2436,301,644,0.4674,moderately low
2437,354,570,0.6211,moderately high
2438,28,30,0.9333,high
2439,83,146,0.5685,moderately high
2440,154,312,0.4936,moderately low
2441,9,34,0.2647,moderately low
2442,60,89,0.6742,moderately high
2443,6,7,0.8571,high
2444,28,35,0.8,high
2445,5,13,0.3846,moderately low
2446,243,388,0.6263,moderately high
2447,73,135,0.5407,moderately high
2448,183,343,0.5335,moderately high
2449,165,258,0.6395,moderately high
2450,179,349,0.5129,moderately high
2451,30,129,0.2326,low
2452,155,366,0.4235,moderately low
2453,117,170,0.6882,moderately high
2454,166,324,0.5123,moderately high
2455,80,114,0.7018,moderately high
2456,105,125,0.84,high
2457,59,185,0.3189,moderately low
2458,35,58,0.6034,moderately high
2459,178,312,0.5705,moderately high
2460,32,361,0.0886,low
2461,6,52,0.1154,low
2462,38,70,0.5429,moderately high
2463,104,246,0.4228,moderately low
2464,246,525,0.4686,moderately low
2465,223,366,0.6093,moderately high
2466,47,90,0.5222,moderately high
2467,65,201,0.3234,moderately low
2468,64,138,0.4638,moderately low
2469,71,103,0.6893,moderately high
2470,229,422,0.5427,moderately high
2471,76,164,0.4634,moderately low
2472,163,228,0.7149,moderately high
2473,252,430,0.586,moderately high
2474,65,141,0.461,moderately low
2475,16,18,0.8889,high
2476,21,42,0.5,moderately high
2477,34,53,0.6415,moderately high
2478,118,271,0.4354,moderately low
2479,61,114,0.5351,moderately high
2480,60,87,0.6897,moderately high
2481,27,39,0.6923,moderately high
2482,204,348,0.5862,moderately high
2483,10,22,0.4545,moderately low
2484,30,57,0.5263,moderately high
2485,13,37,0.3514,moderately low
2486,98,182,0.5385,moderately high
2487,245,476,0.5147,moderately high
2488,62,107,0.5794,moderately high
2489,94,170,0.5529,moderately high
2490,36,76,0.4737,moderately low
2491,123,248,0.496,moderately low
2492,9,21,0.4286,moderately low
2493,76,138,0.5507,moderately high
2494,31,51,0.6078,moderately high
2495,75,113,0.6637,moderately high
2496,424,734,0.5777,moderately high
2497,76,119,0.6387,moderately high
2498,62,192,0.3229,moderately low
2499,66,117,0.5641,moderately high
2500,87,108,0.8056,high
2501,61,107,0.5701,moderately high
2502,36,55,0.6545,moderately high
2503,35,52,0.6731,moderately high
2504,36,69,0.5217,moderately high
2505,81,145,0.5586,moderately high
2506,55,95,0.5789,moderately high
2507,240,446,0.5381,moderately high
2508,89,176,0.5057,moderately high
2509,49,135,0.363,moderately low
2510,142,188,0.7553,high
2511,160,217,0.7373,moderately high
2512,179,303,0.5908,moderately high
2513,95,147,0.6463,moderately high
2514,55,91,0.6044,moderately high
2515,74,141,0.5248,moderately high
2516,31,82,0.378,moderately low
2517,119,268,0.444,moderately low
2518,76,143,0.5315,moderately high
2519,178,369,0.4824,moderately low
2520,167,297,0.5623,moderately high
2521,19,31,0.6129,moderately high
2522,53,87,0.6092,moderately high
2523,23,33,0.697,moderately high
2524,65,133,0.4887,moderately low
2525,30,53,0.566,moderately high
2526,43,84,0.5119,moderately high
2527,42,60,0.7,moderately high
2528,116,202,0.5743,moderately high
2529,80,232,0.3448,moderately low
2530,44,78,0.5641,moderately high
2531,38,67,0.5672,moderately high
2532,8,15,0.5333,moderately high
2533,72,103,0.699,moderately high
2534,28,47,0.5957,moderately high
2535,36,51,0.7059,moderately high
2536,37,59,0.6271,moderately high
2537,13,29,0.4483,moderately low
2538,88,144,0.6111,moderately high
2539,92,186,0.4946,moderately low
2540,0,2,0.0,low
2541,111,157,0.707,moderately high
2542,1,16,0.0625,low
2543,54,112,0.4821,moderately low
2544,15,20,0.75,high
2545,143,254,0.563,moderately high
2546,508,886,0.5734,moderately high
2547,176,343,0.5131,moderately high
2548,12,33,0.3636,moderately low
2549,102,215,0.4744,moderately low
2550,11,23,0.4783,moderately low
2551,48,94,0.5106,moderately high
2552,26,58,0.4483,moderately low
2553,101,231,0.4372,moderately low
2554,189,350,0.54,moderately high
2555,94,154,0.6104,moderately high
2556,24,35,0.6857,moderately high
2557,84,172,0.4884,moderately low
2558,9,51,0.1765,low
2559,57,83,0.6867,moderately high
2560,160,272,0.5882,moderately high
2561,50,73,0.6849,moderately high
2562,8,13,0.6154,moderately high
2563,29,53,0.5472,moderately high
2564,13,18,0.7222,moderately high
2565,67,107,0.6262,moderately high
2566,8,19,0.4211,moderately low
2567,17,37,0.4595,moderately low
2568,89,161,0.5528,moderately high
2569,127,224,0.567,moderately high
2570,148,229,0.6463,moderately high
2571,30,70,0.4286,moderately low
2572,73,119,0.6134,moderately high
2573,106,197,0.5381,moderately high
2574,46,82,0.561,moderately high
2575,19,38,0.5,moderately high
2576,34,63,0.5397,moderately high
2577,161,692,0.2327,low
2578,107,303,0.3531,moderately low
2579,41,68,0.6029,moderately high
2580,7,50,0.14,low
2581,71,106,0.6698,moderately high
2582,35,62,0.5645,moderately high
2583,20,47,0.4255,moderately low
2584,10,19,0.5263,moderately high
2585,94,126,0.746,moderately high
2586,136,270,0.5037,moderately high
2587,2,14,0.1429,low
2588,48,99,0.4848,moderately low
2589,44,73,0.6027,moderately high
2590,119,230,0.5174,moderately high
2591,23,39,0.5897,moderately high
2592,13,42,0.3095,moderately low
2593,206,437,0.4714,moderately low
2594,79,125,0.632,moderately high
2595,21,39,0.5385,moderately high
2596,115,219,0.5251,moderately high
2597,2,8,0.25,moderately low
2598,16,44,0.3636,moderately low
2599,24,38,0.6316,moderately high
2600,27,38,0.7105,moderately high
2601,84,180,0.4667,moderately low
2602,15,60,0.25,moderately low
2603,36,66,0.5455,moderately high
2604,6,78,0.0769,low
2605,250,358,0.6983,moderately high
2606,21,48,0.4375,moderately low
2607,24,70,0.3429,moderately low
2608,69,101,0.6832,moderately high
2609,55,92,0.5978,moderately high
2610,17,46,0.3696,moderately low
2611,48,79,0.6076,moderately high
2612,19,26,0.7308,moderately high
2613,36,58,0.6207,moderately high
2614,26,33,0.7879,high
2615,6,15,0.4,moderately low
2616,22,38,0.5789,moderately high
2617,17,33,0.5152,moderately high
2618,7,23,0.3043,moderately low
2619,5,24,0.2083,low
2620,28,70,0.4,moderately low
2621,29,72,0.4028,moderately low
2622,68,327,0.208,low
2623,16,30,0.5333,moderately high
2624,12,19,0.6316,moderately high
2625,13,19,0.6842,moderately high
2626,40,80,0.5,moderately high
2627,21,58,0.3621,moderately low
2628,5,37,0.1351,low
2629,46,85,0.5412,moderately high
2630,90,115,0.7826,high
2631,114,173,0.659,moderately high
2632,10,11,0.9091,high
2633,34,86,0.3953,moderately low
2634,39,94,0.4149,moderately low
2635,1,6,0.1667,low
2636,177,277,0.639,moderately high
2637,18,59,0.3051,moderately low
2638,157,244,0.6434,moderately high
2639,34,61,0.5574,moderately high
2640,26,82,0.3171,moderately low
2641,13,28,0.4643,moderately low
2642,1,4,0.25,moderately low
2643,0,6,0.0,low
2644,136,224,0.6071,moderately high
2645,113,180,0.6278,moderately high
2646,21,37,0.5676,moderately high
2647,7,33,0.2121,low
2648,4,40,0.1,low
2649,1,30,0.0333,low
2650,81,121,0.6694,moderately high
2651,36,96,0.375,moderately low
2652,16,28,0.5714,moderately high
2653,25,42,0.5952,moderately high
2654,46,74,0.6216,moderately high
2655,46,89,0.5169,moderately high
2656,12,27,0.4444,moderately low
2657,40,86,0.4651,moderately low
2658,43,69,0.6232,moderately high
2659,60,83,0.7229,moderately high
2660,7,14,0.5,moderately high
2661,14,22,0.6364,moderately high
2662,23,48,0.4792,moderately low
2663,14,26,0.5385,moderately high
2664,35,60,0.5833,moderately high
2665,34,56,0.6071,moderately high
2666,52,104,0.5,moderately high
2667,26,49,0.5306,moderately high
2668,53,97,0.5464,moderately high
2669,56,94,0.5957,moderately high
2670,2,3,0.6667,moderately high
2671,15,29,0.5172,moderately high
2672,26,32,0.8125,high
2673,19,39,0.4872,moderately low
2674,41,71,0.5775,moderately high
2675,22,30,0.7333,moderately high
2676,14,18,0.7778,high
2677,30,51,0.5882,moderately high
2678,29,63,0.4603,moderately low
2679,80,130,0.6154,moderately high
2680,5,11,0.4545,moderately low
2681,41,65,0.6308,moderately high
2682,21,32,0.6562,moderately high
2683,60,104,0.5769,moderately high
2684,64,79,0.8101,high
2685,49,87,0.5632,moderately high
2686,40,86,0.4651,moderately low
2687,26,62,0.4194,moderately low
2688,46,99,0.4646,moderately low
2689,38,92,0.413,moderately low
2690,17,39,0.4359,moderately low
2691,15,30,0.5,moderately high
2692,27,43,0.6279,moderately high
2693,11,17,0.6471,moderately high
2694,59,88,0.6705,moderately high
2695,7,24,0.2917,moderately low
2696,1,46,0.0217,low
2697,19,24,0.7917,high
2698,12,37,0.3243,moderately low
2699,90,148,0.6081,moderately high
2700,58,80,0.725,moderately high
2701,19,23,0.8261,high
2702,12,19,0.6316,moderately high
2703,12,30,0.4,moderately low
2704,21,43,0.4884,moderately low
2705,27,65,0.4154,moderately low
2706,65,216,0.3009,moderately low
2707,23,58,0.3966,moderately low
2708,5,45,0.1111,low
2709,14,25,0.56,moderately high
2710,13,16,0.8125,high
2711,22,31,0.7097,moderately high
2712,2,12,0.1667,low
2713,18,54,0.3333,moderately low
2714,10,17,0.5882,moderately high
2715,11,34,0.3235,moderately low
2716,19,30,0.6333,moderately high
2717,12,34,0.3529,moderately low
2718,6,19,0.3158,moderately low
2719,10,16,0.625,moderately high
2720,49,76,0.6447,moderately high
2721,25,36,0.6944,moderately high
2722,28,39,0.7179,moderately high
2723,57,77,0.7403,moderately high
2724,4,10,0.4,moderately low
2725,70,243,0.2881,moderately low
2726,3,4,0.75,high
2727,28,52,0.5385,moderately high
2728,29,48,0.6042,moderately high
2729,17,44,0.3864,moderately low
2730,1,1,1.0,high
2731,3,9,0.3333,moderately low
2732,7,20,0.35,moderately low
2733,12,14,0.8571,high
2734,17,34,0.5,moderately high
2735,12,20,0.6,moderately high
2736,27,38,0.7105,moderately high
2737,11,15,0.7333,moderately high
2738,55,65,0.8462,high
2739,11,16,0.6875,moderately high
2740,16,36,0.4444,moderately low
2741,28,46,0.6087,moderately high
2742,9,13,0.6923,moderately high
2743,30,62,0.4839,moderately low
2744,30,43,0.6977,moderately high
2745,4,6,0.6667,moderately high
2746,13,19,0.6842,moderately high
2747,15,30,0.5,moderately high
2748,25,49,0.5102,moderately high
2749,33,42,0.7857,high
2750,20,38,0.5263,moderately high
2751,44,110,0.4,moderately low
2752,15,40,0.375,moderately low
2753,21,35,0.6,moderately high
2754,18,36,0.5,moderately high
2755,16,29,0.5517,moderately high
2756,19,40,0.475,moderately low
2757,18,93,0.1935,low
2758,12,23,0.5217,moderately high
2759,47,95,0.4947,moderately low
2760,13,26,0.5,moderately high
2761,3,11,0.2727,moderately low
2762,32,62,0.5161,moderately high
2763,22,49,0.449,moderately low
2764,34,51,0.6667,moderately high
2765,27,59,0.4576,moderately low
2766,8,63,0.127,low
2767,10,25,0.4,moderately low
2768,15,38,0.3947,moderately low
2769,14,49,0.2857,moderately low
2770,26,37,0.7027,moderately high
2771,22,49,0.449,moderately low
2772,5,32,0.1562,low
2773,44,79,0.557,moderately high
2774,15,32,0.4688,moderately low
2775,20,60,0.3333,moderately low
2776,37,52,0.7115,moderately high
2777,0,17,0.0,low
2778,31,65,0.4769,moderately low
2779,13,23,0.5652,moderately high
2780,13,25,0.52,moderately high
2781,22,52,0.4231,moderately low
2782,29,59,0.4915,moderately low
2783,6,21,0.2857,moderately low
2784,1,12,0.0833,low
2785,0,5,0.0,low
2786,0,13,0.0,low
2788,5,19,0.2632,moderately low
2789,33,70,0.4714,moderately low
2790,12,14,0.8571,high
2791,3,7,0.4286,moderately low
2792,27,46,0.587,moderately high
2793,5,56,0.0893,low
2794,10,31,0.3226,moderately low
2795,14,42,0.3333,moderately low
2796,22,38,0.5789,moderately high
2797,1,49,0.0204,low
2798,11,28,0.3929,moderately low
2799,37,55,0.6727,moderately high
2800,61,87,0.7011,moderately high
2801,4,6,0.6667,moderately high
2802,20,45,0.4444,moderately low
2803,0,1,0.0,low
2804,50,71,0.7042,moderately high
2805,2,5,0.4,moderately low
2806,4,16,0.25,moderately low
2807,59,98,0.602,moderately high
2808,8,20,0.4,moderately low
2809,93,243,0.3827,moderately low
2810,1,5,0.2,low
2811,23,42,0.5476,moderately high
2812,5,7,0.7143,moderately high
2813,2,5,0.4,moderately low
2814,8,16,0.5,moderately high
2815,4,15,0.2667,moderately low
2816,2,15,0.1333,low
2817,2,34,0.0588,low
2818,12,20,0.6,moderately high
2819,9,27,0.3333,moderately low
2820,37,55,0.6727,moderately high
2821,27,41,0.6585,moderately high
2822,8,11,0.7273,moderately high
2823,3,7,0.4286,moderately low
2824,1,2,0.5,moderately high
2825,11,26,0.4231,moderately low
2826,2,13,0.1538,low
2827,6,17,0.3529,moderately low
2828,38,47,0.8085,high
2829,18,41,0.439,moderately low
2830,36,56,0.6429,moderately high
2831,13,22,0.5909,moderately high
2832,22,41,0.5366,moderately high
2833,1,1,1.0,high
2834,11,30,0.3667,moderately low
2835,0,1,0.0,low
2836,11,15,0.7333,moderately high
2837,0,9,0.0,low
2838,36,67,0.5373,moderately high
2839,15,25,0.6,moderately high
2840,3,19,0.1579,low
2841,14,44,0.3182,moderately low
2842,12,28,0.4286,moderately low
2843,12,27,0.4444,moderately low
2844,3,10,0.3,moderately low
2845,1,3,0.3333,moderately low
2846,12,40,0.3,moderately low
2847,5,14,0.3571,moderately low
2848,10,22,0.4545,moderately low
2849,0,1,0.0,low
2850,1,1,1.0,high
2851,1,7,0.1429,low
2852,3,14,0.2143,low
2853,2,8,0.25,moderately low
2854,3,18,0.1667,low
2855,11,31,0.3548,moderately low
2856,8,18,0.4444,moderately low
2857,5,9,0.5556,moderately high
2858,0,5,0.0,low
2859,8,11,0.7273,moderately high
2860,23,32,0.7188,moderately high
2861,24,33,0.7273,moderately high
2862,1,31,0.0323,low
2863,24,32,0.75,high
2864,28,46,0.6087,moderately high
2865,24,78,0.3077,moderately low
2866,23,40,0.575,moderately high
2867,3,4,0.75,high
2868,0,4,0.0,low
2869,7,9,0.7778,high
2870,2,5,0.4,moderately low
2871,6,11,0.5455,moderately high
2872,12,57,0.2105,low
2873,14,22,0.6364,moderately high
2874,9,12,0.75,high
2875,5,81,0.0617,low
2876,9,17,0.5294,moderately high
2877,10,21,0.4762,moderately low
2878,14,37,0.3784,moderately low
2879,4,15,0.2667,moderately low
2880,17,35,0.4857,moderately low
2881,2,3,0.6667,moderately high
2882,30,66,0.4545,moderately low
2883,3,4,0.75,high
2884,9,18,0.5,moderately high
2885,3,9,0.3333,moderately low
2886,7,13,0.5385,moderately high
2887,1,2,0.5,moderately high
2889,9,17,0.5294,moderately high
2890,2,9,0.2222,low
2891,20,35,0.5714,moderately high
2892,13,23,0.5652,moderately high
2893,5,14,0.3571,moderately low
2894,7,10,0.7,moderately high
2895,3,11,0.2727,moderately low
2896,4,9,0.4444,moderately low
2897,1,3,0.3333,moderately low
2898,19,38,0.5,moderately high
2899,16,25,0.64,moderately high
2900,11,17,0.6471,moderately high
2901,5,11,0.4545,moderately low
2902,3,4,0.75,high
2903,6,15,0.4,moderately low
2904,4,19,0.2105,low
2905,9,23,0.3913,moderately low
2906,1,1,1.0,high
2907,10,20,0.5,moderately high
2908,2,16,0.125,low
2909,2,7,0.2857,moderately low
2910,0,1,0.0,low
2911,3,14,0.2143,low
2912,0,3,0.0,low
2913,4,12,0.3333,moderately low
2914,6,12,0.5,moderately high
2915,5,10,0.5,moderately high
2916,3,4,0.75,high
2917,2,5,0.4,moderately low
2918,14,23,0.6087,moderately high
2919,1,6,0.1667,low
2920,4,6,0.6667,moderately high
2921,1,5,0.2,low
2922,4,8,0.5,moderately high
2923,2,7,0.2857,moderately low
2924,4,9,0.4444,moderately low
2925,16,20,0.8,high
2926,4,7,0.5714,moderately high
2927,5,8,0.625,moderately high
2928,9,14,0.6429,moderately high
2929,2,5,0.4,moderately low
2930,1,3,0.3333,moderately low
2931,21,34,0.6176,moderately high
2932,9,12,0.75,high
2933,0,13,0.0,low
2934,3,5,0.6,moderately high
2935,1,7,0.1429,low
2936,8,18,0.4444,moderately low
2937,8,16,0.5,moderately high
2938,0,7,0.0,low
2940,22,29,0.7586,high
2941,2,8,0.25,moderately low
2942,0,1,0.0,low
2943,6,11,0.5455,moderately high
2944,0,5,0.0,low
2945,0,4,0.0,low
2946,7,11,0.6364,moderately high
2947,4,8,0.5,moderately high
2948,2,6,0.3333,moderately low
2949,3,4,0.75,high
2950,2,3,0.6667,moderately high
2951,1,4,0.25,moderately low
2952,2,6,0.3333,moderately low
2953,8,11,0.7273,moderately high
2954,0,2,0.0,low
2955,1,2,0.5,moderately high
2956,1,2,0.5,moderately high
2957,0,2,0.0,low
2958,5,9,0.5556,moderately high
2960,1,1,1.0,high
2961,1,2,0.5,moderately high
2962,0,2,0.0,low
2964,2,2,1.0,high
2965,2,2,1.0,high
2966,0,1,0.0,low
2967,0,3,0.0,low
2968,4,6,0.6667,moderately high
2969,0,3,0.0,low
2970,2,5,0.4,moderately low
2971,4,6,0.6667,moderately high
2972,5,18,0.2778,moderately low
2973,2,5,0.4,moderately low
2974,1,3,0.3333,moderately low
2975,2,7,0.2857,moderately low
2976,2,3,0.6667,moderately high
2977,1,1,1.0,high
2980,0,6,0.0,low
2981,2,7,0.2857,moderately low
2982,1,4,0.25,moderately low
2983,0,1,0.0,low
2984,1,1,1.0,high
2985,0,2,0.0,low
2986,0,1,0.0,low
2987,1,1,1.0,high
2988,0,2,0.0,low
2989,0,2,0.0,low
2990,1,1,1.0,high
2991,1,3,0.3333,moderately low
2992,1,2,0.5,moderately high
2993,0,1,0.0,low
2994,1,1,1.0,high
2995,4,9,0.4444,moderately low
2996,8,12,0.6667,moderately high
2997,5,5,1.0,high
2998,0,1,0.0,low
2999,2,2,1.0,high
3001,0,1,0.0,low
3003,0,3,0.0,low
3004,3,7,0.4286,moderately low
3005,1,1,1.0,high
3006,1,3,0.3333,moderately low
3007,0,1,0.0,low
3008,1,1,1.0,high
3009,2,2,1.0,high
3011,1,2,0.5,moderately high
3012,0,1,0.0,low
3013,0,1,0.0,low
3014,12,21,0.5714,moderately high
3015,0,3,0.0,low
3016,0,1,0.0,low
3017,1,2,0.5,moderately high
3018,1,1,1.0,high
3019,2,2,1.0,high
3020,0,1,0.0,low
3021,1,1,1.0,high
3022,2,4,0.5,moderately high
3025,0,1,0.0,low
3026,1,1,1.0,high
3027,1,1,1.0,high
3028,0,1,0.0,low
3029,2,2,1.0,high
3030,0,1,0.0,low
3031,9,15,0.6,moderately high
3033,34,63,0.5397,moderately high
3034,25,39,0.641,moderately high
3035,12,18,0.6667,moderately high
3036,16,19,0.8421,high
3037,6,11,0.5455,moderately high
3038,31,67,0.4627,moderately low
3039,2,2,1.0,high
3040,1,1,1.0,high
3041,0,1,0.0,low
3042,1,1,1.0,high
3044,16,24,0.6667,moderately high
3046,7,8,0.875,high
3047,0,1,0.0,low
3048,2,2,1.0,high
